measurement_method,scenario,variable,value,scheme,phase,m,B_MB,s,c,n,seconds,seconds_stddev,repeats,ok
protocol_execution,vary_m,m,30,YuTC25,Verify,30,10,20,690,15625,2.227468694,0.020865426,3,true
protocol_execution,vary_m,m,30,YuTC25,Audit,30,10,20,690,15625,2.795167264,0.041632522,3,true
protocol_execution,vary_m,m,30,ZhangTPDS23,Store,30,10,20,690,15625,121.922261486,0.589595764,3,true
protocol_execution,vary_m,m,30,ZhangTPDS23,Challenge,30,10,20,690,15625,0.071515611,0.002934406,3,true
protocol_execution,vary_m,m,30,ZhangTPDS23,ProofGen,30,10,20,690,15625,2.361041375,0.023057366,3,true
protocol_execution,vary_m,m,30,ZhangTPDS23,Verify,30,10,20,690,15625,4.997117139,0.016014987,3,true
protocol_execution,vary_m,m,30,ZhangTPDS23,Audit,30,10,20,690,15625,7.429674125,0.034576212,3,true
protocol_execution,vary_m,m,30,MiaoSCIS2026,Store,30,10,20,690,15625,113.003572250,0.212005130,3,true
protocol_execution,vary_m,m,30,MiaoSCIS2026,Challenge,30,10,20,690,15625,0.029039583,0.000096802,3,true
protocol_execution,vary_m,m,30,MiaoSCIS2026,ProofGen,30,10,20,690,15625,1.671971194,0.014106479,3,true
protocol_execution,vary_m,m,30,MiaoSCIS2026,Verify,30,10,20,690,15625,3.310684056,0.063005278,3,true
protocol_execution,vary_m,m,30,MiaoSCIS2026,Audit,30,10,20,690,15625,5.011694833,0.075876267,3,true
protocol_execution,vary_m,m,30,XuTIFS26,Store,30,10,20,690,15625,52.724760014,0.300990346,3,true
protocol_execution,vary_m,m,30,XuTIFS26,Challenge,30,10,20,690,15625,0.002429584,0.000321771,3,true
protocol_execution,vary_m,m,30,XuTIFS26,ProofGen,30,10,20,690,15625,0.583674111,0.038401129,3,true
protocol_execution,vary_m,m,30,XuTIFS26,Verify,30,10,20,690,15625,2.067007695,0.074708228,3,true
protocol_execution,vary_m,m,30,XuTIFS26,Audit,30,10,20,690,15625,2.653111390,0.097846219,3,true
protocol_execution,vary_m,m,30,FoldAudit,Store,30,10,20,690,15625,56.872046321,4.946082340,7,true
protocol_execution,vary_m,m,30,FoldAudit,Challenge,30,10,20,690,15625,0.010070339,0.003425350,7,true
protocol_execution,vary_m,m,30,FoldAudit,ProofGen,30,10,20,690,15625,1.200300131,0.252175411,7,true
protocol_execution,vary_m,m,30,FoldAudit,Verify,30,10,20,690,15625,2.051656958,0.374675906,7,true
protocol_execution,vary_m,m,30,FoldAudit,Audit,30,10,20,690,15625,3.262027428,0.571367061,7,true
protocol_execution,vary_B,B_MB,10,YuTC25,Store,5,10,20,690,15625,8.888265777,0.103309722,3,true
protocol_execution,vary_B,B_MB,10,YuTC25,Challenge,5,10,20,690,15625,0.010735431,0.000252259,3,true
protocol_execution,vary_B,B_MB,10,YuTC25,ProofGen,5,10,20,690,15625,0.073225806,0.002159354,3,true
protocol_execution,vary_B,B_MB,10,YuTC25,Verify,5,10,20,690,15625,0.362528166,0.006355804,3,true
protocol_execution,vary_B,B_MB,10,YuTC25,Audit,5,10,20,690,15625,0.446489403,0.008705231,3,true
protocol_execution,vary_B,B_MB,10,ZhangTPDS23,Store,5,10,20,690,15625,20.063235416,0.217572131,3,true
protocol_execution,vary_B,B_MB,10,ZhangTPDS23,Challenge,5,10,20,690,15625,0.010447445,0.000246979,3,true
protocol_execution,vary_B,B_MB,10,ZhangTPDS23,ProofGen,5,10,20,690,15625,0.366147528,0.012041591,3,true
